Generation,Best_Fitness,Time_to_Target,Max_Theta1,Max_Theta2,Max_X_Deviation,Max_L_Deviation,Max_X_Acceleration,Max_L_Acceleration,Max_X_Jerk,Max_L_Jerk,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,R1,R2,Fitness_ISE_x,Fitness_ISE_l,Fitness_ISE_theta1,Fitness_ISE_theta2,Fitness_MSE_theta1,Fitness_MSE_theta2,Fitness_q_ddot1_value,Fitness_q_ddot3_value,Fitness_MSE_time
1,-39039631677.087074,19.71,0.839628757340169,0.8435671168558481,0.006603914458763294,0.0004426594528583738,0.1349581061868547,0.7230847988699308,0.23843444942193182,30.321935865260812,9764318117313.684,9386718460232.88,761787142286.6797,197538797052.75433,615975061012.1996,337456076078.8449,8406088105536.403,8971666615907.686,33094213.921638604,11540845.864218319,14300.178742951666,319.8966958705031,0.0,54.98363619627037,0.0,426.9632883842928,2.6142581317838416,0.0004859487717748909,39039616572.44997
2,-39039631677.087074,19.71,0.839628757340169,0.8435671168558481,0.006603914458763294,0.0004426594528583738,0.1349581061868547,0.7230847988699308,0.23843444942193182,30.321935865260812,9764318117313.684,9386718460232.88,761787142286.6797,197538797052.75433,615975061012.1996,337456076078.8449,8406088105536.403,8971666615907.686,33094213.921638604,11540845.864218319,14300.178742951666,319.8966958705031,0.0,54.98363619627037,0.0,426.9632883842928,2.6142581317838416,0.0004859487717748909,39039616572.44997
3,-39039631677.087074,19.71,0.839628757340169,0.8435671168558481,0.006603914458763294,0.0004426594528583738,0.1349581061868547,0.7230847988699308,0.23843444942193182,30.321935865260812,9764318117313.684,9386718460232.88,761787142286.6797,197538797052.75433,615975061012.1996,337456076078.8449,8406088105536.403,8971666615907.686,33094213.921638604,11540845.864218319,14300.178742951666,319.8966958705031,0.0,54.98363619627037,0.0,426.9632883842928,2.6142581317838416,0.0004859487717748909,39039616572.44997
4,-39039631677.087074,19.71,0.839628757340169,0.8435671168558481,0.006603914458763294,0.0004426594528583738,0.1349581061868547,0.7230847988699308,0.23843444942193182,30.321935865260812,9764318117313.684,9386718460232.88,761787142286.6797,197538797052.75433,615975061012.1996,337456076078.8449,8406088105536.403,8971666615907.686,33094213.921638604,11540845.864218319,14300.178742951666,319.8966958705031,0.0,54.98363619627037,0.0,426.9632883842928,2.6142581317838416,0.0004859487717748909,39039616572.44997
5,-39039631677.087074,19.71,0.839628757340169,0.8435671168558481,0.006603914458763294,0.0004426594528583738,0.1349581061868547,0.7230847988699308,0.23843444942193182,30.321935865260812,9764318117313.684,9386718460232.88,761787142286.6797,197538797052.75433,615975061012.1996,337456076078.8449,8406088105536.403,8971666615907.686,33094213.921638604,11540845.864218319,14300.178742951666,319.8966958705031,0.0,54.98363619627037,0.0,426.9632883842928,2.6142581317838416,0.0004859487717748909,39039616572.44997
6,-39039631677.087074,19.71,0.839628757340169,0.8435671168558481,0.006603914458763294,0.0004426594528583738,0.1349581061868547,0.7230847988699308,0.23843444942193182,30.321935865260812,9764318117313.684,9386718460232.88,761787142286.6797,197538797052.75433,615975061012.1996,337456076078.8449,8406088105536.403,8971666615907.686,33094213.921638604,11540845.864218319,14300.178742951666,319.8966958705031,0.0,54.98363619627037,0.0,426.9632883842928,2.6142581317838416,0.0004859487717748909,39039616572.44997
7,-39039631677.087074,19.71,0.839628757340169,0.8435671168558481,0.006603914458763294,0.0004426594528583738,0.1349581061868547,0.7230847988699308,0.23843444942193182,30.321935865260812,9764318117313.684,9386718460232.88,761787142286.6797,197538797052.75433,615975061012.1996,337456076078.8449,8406088105536.403,8971666615907.686,33094213.921638604,11540845.864218319,14300.178742951666,319.8966958705031,0.0,54.98363619627037,0.0,426.9632883842928,2.6142581317838416,0.0004859487717748909,39039616572.44997
8,-39039631677.087074,19.71,0.839628757340169,0.8435671168558481,0.006603914458763294,0.0004426594528583738,0.1349581061868547,0.7230847988699308,0.23843444942193182,30.321935865260812,9764318117313.684,9386718460232.88,761787142286.6797,197538797052.75433,615975061012.1996,337456076078.8449,8406088105536.403,8971666615907.686,33094213.921638604,11540845.864218319,14300.178742951666,319.8966958705031,0.0,54.98363619627037,0.0,426.9632883842928,2.6142581317838416,0.0004859487717748909,39039616572.44997
9,-33576452666.53751,19.32,0.8547435545124503,0.8589393975140628,0.006406449389311453,0.0006518859595172621,0.13671754655481125,0.6827173539047084,0.2183853641652012,28.83817309674934,9764318117313.684,8927097058944.014,1949429565884.5361,6191970319172.261,615975061012.1996,337456076078.8449,6565597060247.801,5270969691582.343,33094213.921638604,11540845.864218319,13828.660441059394,334.3228523060544,0.0,49.31837772911585,0.0,442.66613316109266,2.3305149266132346,0.0005625786126922304,33576438009.23863
10,-33576452666.53751,19.32,0.8547435545124503,0.8589393975140628,0.006406449389311453,0.0006518859595172621,0.13671754655481125,0.6827173539047084,0.2183853641652012,28.83817309674934,9764318117313.684,8927097058944.014,1949429565884.5361,6191970319172.261,615975061012.1996,337456076078.8449,6565597060247.801,5270969691582.343,33094213.921638604,11540845.864218319,13828.660441059394,334.3228523060544,0.0,49.31837772911585,0.0,442.66613316109266,2.3305149266132346,0.0005625786126922304,33576438009.23863
11,-33576452666.53751,19.32,0.8547435545124503,0.8589393975140628,0.006406449389311453,0.0006518859595172621,0.13671754655481125,0.6827173539047084,0.2183853641652012,28.83817309674934,9764318117313.684,8927097058944.014,1949429565884.5361,6191970319172.261,615975061012.1996,337456076078.8449,6565597060247.801,5270969691582.343,33094213.921638604,11540845.864218319,13828.660441059394,334.3228523060544,0.0,49.31837772911585,0.0,442.66613316109266,2.3305149266132346,0.0005625786126922304,33576438009.23863
12,-9419488724.679316,16.46,0.5744894723032781,0.5771779089658843,0.022008056305669044,0.0014054427648081402,0.09193229761478654,0.5932679237427311,0.10085126574078153,25.866401351312902,7944423445320.276,8006630263697.883,7268081654000.882,6005448484869.16,615975061012.1996,337456076078.8449,3956129071827.372,6047724654062.944,53546018.3728431,11540845.864218319,18020.66669240746,368.44151197022217,0.0,18.430155008668557,0.0,199.88060315893836,1.759834146710055,0.00022704161041838642,9419470115.500292
13,-9419488724.679316,16.46,0.5744894723032781,0.5771779089658843,0.022008056305669044,0.0014054427648081402,0.09193229761478654,0.5932679237427311,0.10085126574078153,25.866401351312902,7944423445320.276,8006630263697.883,7268081654000.882,6005448484869.16,615975061012.1996,337456076078.8449,3956129071827.372,6047724654062.944,53546018.3728431,11540845.864218319,18020.66669240746,368.44151197022217,0.0,18.430155008668557,0.0,199.88060315893836,1.759834146710055,0.00022704161041838642,9419470115.500292
14,-9419488724.679316,16.46,0.5744894723032781,0.5771779089658843,0.022008056305669044,0.0014054427648081402,0.09193229761478654,0.5932679237427311,0.10085126574078153,25.866401351312902,7944423445320.276,8006630263697.883,7268081654000.882,6005448484869.16,615975061012.1996,337456076078.8449,3956129071827.372,6047724654062.944,53546018.3728431,11540845.864218319,18020.66669240746,368.44151197022217,0.0,18.430155008668557,0.0,199.88060315893836,1.759834146710055,0.00022704161041838642,9419470115.500292
15,-9419488724.679316,16.46,0.5744894723032781,0.5771779089658843,0.022008056305669044,0.0014054427648081402,0.09193229761478654,0.5932679237427311,0.10085126574078153,25.866401351312902,7944423445320.276,8006630263697.883,7268081654000.882,6005448484869.16,615975061012.1996,337456076078.8449,3956129071827.372,6047724654062.944,53546018.3728431,11540845.864218319,18020.66669240746,368.44151197022217,0.0,18.430155008668557,0.0,199.88060315893836,1.759834146710055,0.00022704161041838642,9419470115.500292
16,-9419488724.679316,16.46,0.5744894723032781,0.5771779089658843,0.022008056305669044,0.0014054427648081402,0.09193229761478654,0.5932679237427311,0.10085126574078153,25.866401351312902,7944423445320.276,8006630263697.883,7268081654000.882,6005448484869.16,615975061012.1996,337456076078.8449,3956129071827.372,6047724654062.944,53546018.3728431,11540845.864218319,18020.66669240746,368.44151197022217,0.0,18.430155008668557,0.0,199.88060315893836,1.759834146710055,0.00022704161041838642,9419470115.500292
17,-9419488724.679316,16.46,0.5744894723032781,0.5771779089658843,0.022008056305669044,0.0014054427648081402,0.09193229761478654,0.5932679237427311,0.10085126574078153,25.866401351312902,7944423445320.276,8006630263697.883,7268081654000.882,6005448484869.16,615975061012.1996,337456076078.8449,3956129071827.372,6047724654062.944,53546018.3728431,11540845.864218319,18020.66669240746,368.44151197022217,0.0,18.430155008668557,0.0,199.88060315893836,1.759834146710055,0.00022704161041838642,9419470115.500292
18,-7865316016.3480215,16.11,0.5743244388570394,0.5769190623731127,0.021632747763604687,0.0011034754990190132,0.09235415882890081,0.7370593065465104,0.11165445702526373,35.09090366749821,7944423445320.276,8006630263697.883,7268081654000.882,6005448484869.16,615975061012.1996,337456076078.8449,5582125093813.021,9020794354020.701,53546018.3728431,8199063.325264047,18371.490876245487,345.1263949901543,0.0,19.57679347051311,0.0,199.7013627176829,2.716282106834114,0.00021180499635326108,7865297077.7361
