Generation,Best_Fitness,Time_to_Target,Max_Theta1,Max_Theta2,Max_X_Deviation,Max_L_Deviation,Max_X_Acceleration,Max_L_Acceleration,Max_X_Jerk,Max_L_Jerk,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,R1,R2,Fitness_ISE_x,Fitness_ISE_l,Fitness_ISE_theta1,Fitness_ISE_theta2,Fitness_MSE_theta1,Fitness_MSE_theta2,Fitness_q_ddot1_value,Fitness_q_ddot3_value,Fitness_MSE_time
1,-1066303624.9642181,12.97,1.5410706885583354,1.5592521638005932,0.0001084125407255776,9.026113190202523e-13,0.22847525181316375,9.81,1.7711497132869687,372.66462502051354,1203477655193.6843,1968284785633.4617,9775263020226.94,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,2839064.6209859843,4810.41734942516,60.43570355403642,0.0,115.71379412110475,0.0,1458.760386190099,481.18050000000005,0.005702430731612204,1066296698.4507824
2,-1066303624.9642181,12.97,1.5410706885583354,1.5592521638005932,0.0001084125407255776,9.026113190202523e-13,0.22847525181316375,9.81,1.7711497132869687,372.66462502051354,1203477655193.6843,1968284785633.4617,9775263020226.94,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,2839064.6209859843,4810.41734942516,60.43570355403642,0.0,115.71379412110475,0.0,1458.760386190099,481.18050000000005,0.005702430731612204,1066296698.4507824
3,-18209.410018666596,5.9,5.110870296987084,5.227559009609554,0.0036089354182844424,6.55553784589813e-08,0.6456203975864356,9.81,2.926472577054345,490.5,8911235046640.637,4526213193346.384,9775263020226.94,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,2839064.6209859843,311.24678955182645,45.13283994184827,0.0,975.192054457977,0.0,16396.423919370016,481.18050000000005,0.23391534493060645,0
4,-13229.003931221718,6.24,4.26300557691536,4.351181119771342,0.0003410502563854223,3.166784612318452e-10,0.55647685216357,9.81,1.9435354307023354,490.5,4975938614326.357,4526213193346.384,7067016399842.377,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,2839064.6209859843,686.3355319607177,45.13284000034359,0.0,656.5569755392214,0.0,11359.666282232753,481.18050000000005,0.1318014886813988,0
5,-13222.713053965268,6.25,4.258800159678193,4.347089515248135,0.0003036508843226038,2.0158941183012757e-10,0.555665185914088,10.002215701680536,1.9147407937435232,553.6442093505515,4975938614326.357,4526213193346.384,7067016399842.377,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,1865698.4298134763,684.3079189219513,44.66301101142282,0.0,655.0762558318859,0.0,11338.31235214816,500.2215947147232,0.13192133712413812,0
6,-13222.713053965268,6.25,4.258800159678193,4.347089515248135,0.0003036508843226038,2.0158941183012757e-10,0.555665185914088,10.002215701680536,1.9147407937435232,553.6442093505515,4975938614326.357,4526213193346.384,7067016399842.377,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,1865698.4298134763,684.3079189219513,44.66301101142282,0.0,655.0762558318859,0.0,11338.31235214816,500.2215947147232,0.13192133712413812,0
7,-13222.713053965268,6.25,4.258800159678193,4.347089515248135,0.0003036508843226038,2.0158941183012757e-10,0.555665185914088,10.002215701680536,1.9147407937435232,553.6442093505515,4975938614326.357,4526213193346.384,7067016399842.377,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,1865698.4298134763,684.3079189219513,44.66301101142282,0.0,655.0762558318859,0.0,11338.31235214816,500.2215947147232,0.13192133712413812,0
8,-13222.713053965268,6.25,4.258800159678193,4.347089515248135,0.0003036508843226038,2.0158941183012757e-10,0.555665185914088,10.002215701680536,1.9147407937435232,553.6442093505515,4975938614326.357,4526213193346.384,7067016399842.377,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,1865698.4298134763,684.3079189219513,44.66301101142282,0.0,655.0762558318859,0.0,11338.31235214816,500.2215947147232,0.13192133712413812,0
9,-11524.540788563532,6.46,3.888633393703777,3.964416735296921,0.0003019426972117323,3.0660740613086546e-10,0.5170264317558958,10.002215611790332,1.567036159354275,553.6442077986862,3880144955185.0044,4526213193346.384,7067016399842.377,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,128332551092.78029,30672.331165049243,1865698.4298134763,990.1464645935906,44.66301103156316,0.0,559.4523012417876,0.0,9429.960030661377,500.2215857237112,0.09739531150310599,0
10,-10904.07973123758,6.49,3.770715851789208,3.84353138453133,0.00014570511161382527,8.680633989399666e-11,0.5029006999970104,9.81,1.3714467273182762,516.2550323422417,3880144955185.0044,3805675518034.86,6978039347286.316,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,1865698.4298134763,984.3554035814402,45.93126761248474,0.0,528.8824124570608,0.0,8863.640102326393,481.18050000000005,0.09004526020055725,0
11,-10904.07973123758,6.49,3.770715851789208,3.84353138453133,0.00014570511161382527,8.680633989399666e-11,0.5029006999970104,9.81,1.3714467273182762,516.2550323422417,3880144955185.0044,3805675518034.86,6978039347286.316,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,1865698.4298134763,984.3554035814402,45.93126761248474,0.0,528.8824124570608,0.0,8863.640102326393,481.18050000000005,0.09004526020055725,0
12,-10904.07973123758,6.49,3.770715851789208,3.84353138453133,0.00014570511161382527,8.680633989399666e-11,0.5029006999970104,9.81,1.3714467273182762,516.2550323422417,3880144955185.0044,3805675518034.86,6978039347286.316,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,1865698.4298134763,984.3554035814402,45.93126761248474,0.0,528.8824124570608,0.0,8863.640102326393,481.18050000000005,0.09004526020055725,0
13,-10904.07973123758,6.49,3.770715851789208,3.84353138453133,0.00014570511161382527,8.680633989399666e-11,0.5029006999970104,9.81,1.3714467273182762,516.2550323422417,3880144955185.0044,3805675518034.86,6978039347286.316,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,30672.331165049243,1865698.4298134763,984.3554035814402,45.93126761248474,0.0,528.8824124570608,0.0,8863.640102326393,481.18050000000005,0.09004526020055725,0
14,-10604.591168809124,7.22,3.7170551385986372,3.788719469616329,0.00010791225240902591,1.0489007533642791e-06,0.6181073904432042,6.848058195947947,10.918089020612632,335.99991790145356,3880144955185.0044,3805675518034.86,9963242037808.38,5127916494780.9795,371681605402.02124,752591825138.2292,150771407171.46173,31993607717.97731,30672.331165049243,83884814.61703737,1010.4493425674785,233.49697782856094,0.0,513.4414847742241,0.0,8612.637131669902,234.4795052754492,0.08672669350901169,0
15,-10604.591168809124,7.22,3.7170551385986372,3.788719469616329,0.00010791225240902591,1.0489007533642791e-06,0.6181073904432042,6.848058195947947,10.918089020612632,335.99991790145356,3880144955185.0044,3805675518034.86,9963242037808.38,5127916494780.9795,371681605402.02124,752591825138.2292,150771407171.46173,31993607717.97731,30672.331165049243,83884814.61703737,1010.4493425674785,233.49697782856094,0.0,513.4414847742241,0.0,8612.637131669902,234.4795052754492,0.08672669350901169,0
16,-9930.57376724178,6.5200000000000005,3.5063751005312875,3.5712995787403656,6.859368508749242e-07,1.1102230246251565e-15,0.47384051673436917,9.81,1.3115898490397169,371.09533218432694,3880144955185.0044,3805675518034.86,1535659408281.8164,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,97657985.88919605,16219605.434599144,1260.50523320089,63.276528883219456,0.0,473.03126219361246,0.0,7652.5084086666675,481.18050000000005,0.07183429738989505,0
17,-9930.57376724178,6.5200000000000005,3.5063751005312875,3.5712995787403656,6.859368508749242e-07,1.1102230246251565e-15,0.47384051673436917,9.81,1.3115898490397169,371.09533218432694,3880144955185.0044,3805675518034.86,1535659408281.8164,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,97657985.88919605,16219605.434599144,1260.50523320089,63.276528883219456,0.0,473.03126219361246,0.0,7652.5084086666675,481.18050000000005,0.07183429738989505,0
18,-9930.57376724178,6.5200000000000005,3.5063751005312875,3.5712995787403656,6.859368508749242e-07,1.1102230246251565e-15,0.47384051673436917,9.81,1.3115898490397169,371.09533218432694,3880144955185.0044,3805675518034.86,1535659408281.8164,9966390665938.6,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,97657985.88919605,16219605.434599144,1260.50523320089,63.276528883219456,0.0,473.03126219361246,0.0,7652.5084086666675,481.18050000000005,0.07183429738989505,0
19,-9330.506034451819,6.72,3.3861695297279493,3.4508401795747727,3.58511931253247e-09,2.4424906541753444e-15,0.4532982554442542,9.81,0.727746715681303,371.0953321850656,3880144955185.0044,3805675518034.86,1535659408281.8164,6013188889430.744,371681605402.02124,66258901647.76004,150771407171.46173,31993607717.97731,97657985.88919605,16219605.434599144,1195.2779394345998,63.27652887112427,0.0,445.7214093320782,0.0,7144.97876698059,481.18050000000005,0.07088983342690051,0
