Generation,Best_Fitness,Time_to_Target,Max_Theta1,Max_Theta2,Max_X_Deviation,Max_L_Deviation,Max_X_Acceleration,Max_L_Acceleration,Max_X_Jerk,Max_L_Jerk,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,R1,R2,Fitness_ISE_x,Fitness_ISE_l,Fitness_ISE_theta1,Fitness_ISE_theta2,Fitness_MSE_theta1,Fitness_MSE_theta2,Fitness_q_ddot1_value,Fitness_q_ddot3_value,Fitness_MSE_time
1,-33840824779.104347,19.34,0.2637984003604867,0.264426819214304,0.027374116384496272,3.106643365669015e-06,0.04296676355386176,0.30045772965180495,0.027713702462586406,10.055895601874836,8817260331102.658,848624497176.6677,5662450689673.352,5926954012759.339,556496486128.8214,5989160796.123872,1700537619738.558,8924462116378.684,30580231.583191235,546457.3293643022,29179.320978757853,344.73859942456966,0.0,4.79299790502879,0.0,41.952925631876525,0.45137423653758557,2.0931909044371428e-05,33840795207.84745
2,-33840824779.104347,19.34,0.2637984003604867,0.264426819214304,0.027374116384496272,3.106643365669015e-06,0.04296676355386176,0.30045772965180495,0.027713702462586406,10.055895601874836,8817260331102.658,848624497176.6677,5662450689673.352,5926954012759.339,556496486128.8214,5989160796.123872,1700537619738.558,8924462116378.684,30580231.583191235,546457.3293643022,29179.320978757853,344.73859942456966,0.0,4.79299790502879,0.0,41.952925631876525,0.45137423653758557,2.0931909044371428e-05,33840795207.84745
3,-33840824779.104347,19.34,0.2637984003604867,0.264426819214304,0.027374116384496272,3.106643365669015e-06,0.04296676355386176,0.30045772965180495,0.027713702462586406,10.055895601874836,8817260331102.658,848624497176.6677,5662450689673.352,5926954012759.339,556496486128.8214,5989160796.123872,1700537619738.558,8924462116378.684,30580231.583191235,546457.3293643022,29179.320978757853,344.73859942456966,0.0,4.79299790502879,0.0,41.952925631876525,0.45137423653758557,2.0931909044371428e-05,33840795207.84745
4,-33840824779.104347,19.34,0.2637984003604867,0.264426819214304,0.027374116384496272,3.106643365669015e-06,0.04296676355386176,0.30045772965180495,0.027713702462586406,10.055895601874836,8817260331102.658,848624497176.6677,5662450689673.352,5926954012759.339,556496486128.8214,5989160796.123872,1700537619738.558,8924462116378.684,30580231.583191235,546457.3293643022,29179.320978757853,344.73859942456966,0.0,4.79299790502879,0.0,41.952925631876525,0.45137423653758557,2.0931909044371428e-05,33840795207.84745
5,-33840824779.104347,19.34,0.2637984003604867,0.264426819214304,0.027374116384496272,3.106643365669015e-06,0.04296676355386176,0.30045772965180495,0.027713702462586406,10.055895601874836,8817260331102.658,848624497176.6677,5662450689673.352,5926954012759.339,556496486128.8214,5989160796.123872,1700537619738.558,8924462116378.684,30580231.583191235,546457.3293643022,29179.320978757853,344.73859942456966,0.0,4.79299790502879,0.0,41.952925631876525,0.45137423653758557,2.0931909044371428e-05,33840795207.84745
6,-33840824779.104347,19.34,0.2637984003604867,0.264426819214304,0.027374116384496272,3.106643365669015e-06,0.04296676355386176,0.30045772965180495,0.027713702462586406,10.055895601874836,8817260331102.658,848624497176.6677,5662450689673.352,5926954012759.339,556496486128.8214,5989160796.123872,1700537619738.558,8924462116378.684,30580231.583191235,546457.3293643022,29179.320978757853,344.73859942456966,0.0,4.79299790502879,0.0,41.952925631876525,0.45137423653758557,2.0931909044371428e-05,33840795207.84745
7,-33840824779.104347,19.34,0.2637984003604867,0.264426819214304,0.027374116384496272,3.106643365669015e-06,0.04296676355386176,0.30045772965180495,0.027713702462586406,10.055895601874836,8817260331102.658,848624497176.6677,5662450689673.352,5926954012759.339,556496486128.8214,5989160796.123872,1700537619738.558,8924462116378.684,30580231.583191235,546457.3293643022,29179.320978757853,344.73859942456966,0.0,4.79299790502879,0.0,41.952925631876525,0.45137423653758557,2.0931909044371428e-05,33840795207.84745
8,-32024801586.25233,19.2,0.26585115702953566,0.2664709228592381,0.03731804548911377,3.1039651136044455e-06,0.04317214886142375,0.30045772956631367,0.03450904001793542,10.055895601862034,8817260331102.658,848624497176.6677,9903058392771.557,8053974337595.111,556496486128.8214,5989160796.123872,4233747113002.3843,1706852369662.7368,30580231.583191235,546457.3293643022,29755.87207184857,344.73861660573385,0.0,4.877607577104898,0.0,42.60405163767242,0.45137423628072043,2.7320117820691174e-05,32024771437.70858
9,-31395458135.853737,19.150000000000002,0.26612880618556906,0.26675849509445615,0.040589887025258786,3.1033892505805127e-06,0.043219723624706344,0.300457729554716,0.03643367703096232,10.055895601860373,8817260331102.658,848624497176.6677,9903058392771.557,1757204051687.8696,556496486128.8214,5989160796.123872,4937353400317.383,8924462116378.684,30580231.583191235,546457.3293643022,29919.02824779749,344.7386213915887,0.0,4.908179199527219,0.0,42.69605682303539,0.45137423624587436,2.8345985401257368e-05,31395427824.03123
10,-31395458135.853737,19.150000000000002,0.26612880618556906,0.26675849509445615,0.040589887025258786,3.1033892505805127e-06,0.043219723624706344,0.300457729554716,0.03643367703096232,10.055895601860373,8817260331102.658,848624497176.6677,9903058392771.557,1757204051687.8696,556496486128.8214,5989160796.123872,4937353400317.383,8924462116378.684,30580231.583191235,546457.3293643022,29919.02824779749,344.7386213915887,0.0,4.908179199527219,0.0,42.69605682303539,0.45137423624587436,2.8345985401257368e-05,31395427824.03123
