Generation,Best_Fitness,Time_to_Target,Max_Theta1,Max_Theta2,Max_X_Deviation,Max_L_Deviation,Max_X_Acceleration,Max_L_Acceleration,Max_X_Jerk,Max_L_Jerk,Current_Mutation_Rate,Current_Exploration_Factor,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,R1,R2,Fitness_ISE_x,Fitness_ISE_l,Fitness_ISE_theta1,Fitness_ISE_theta2,Fitness_MSE_theta1,Fitness_MSE_theta2,Fitness_q_ddot1_value,Fitness_q_ddot3_value,Fitness_MSE_time
463,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
464,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
465,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
466,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
467,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
468,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
469,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
470,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
471,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
472,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
473,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
474,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
475,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
476,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
477,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
478,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
479,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
480,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
481,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
482,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
483,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
484,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
485,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
486,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
487,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
488,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
489,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
490,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
491,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
492,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
493,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
494,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
495,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
496,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
497,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
498,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
499,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
500,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
501,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
502,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
503,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
504,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
505,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
506,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
507,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
508,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
509,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
510,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
511,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
512,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
513,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
514,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
515,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
516,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
517,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
518,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
519,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
520,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
521,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
522,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
523,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
524,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
525,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
526,-23974.532661644313,7.59,1.9952349297588707,2.0284174133846946,2.205599431559513e-05,2.418831647199582e-07,0.30068096138505457,1.2602069087654522,0.3649368789942209,61.221527970210055,0.8,1.0,175720235.34290573,936922997.3105202,265084683.78077897,751180264.3204819,6897572.325055002,98782760.66593191,718248651.0164102,87008149.77107678,417651.505769134,39894255.78529918,3197.4829670328554,204.6636800001806,0,0,0,20572.386014611275,0,0,0
