Thu Apr 10 20:13:38 2025    output.prof

         354115 function calls (353583 primitive calls) in 0.266 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:226(_copy_names)                                                                         <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\statesp.py:1229(sample)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\loader.py:33(__init__)                                                                               <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\__init__.py:74(load)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)                                                               <-     152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numerictypes.py:357(issubdtype)
{built-in method builtins.issubclass}                                                                                                                            <-       4    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:452(_get_format_function)
                                                                                                                                                                        152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numerictypes.py:357(issubdtype)
                                                                                                                                                                        152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\type_check.py:302(iscomplexobj)
                                                                                                                                                                        152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:140(isComplexType)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:159(_commonType)
                                                                                                                                                                        228    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2383(norm)
{built-in method builtins.next}                                                                                                                                  <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\contextlib.py:132(__enter__)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\contextlib.py:141(__exit__)
                                                                                                                                                                         36    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:67(construct_object)
